prefill_len,prefill_token_speed,prefill_capacity,prefill_energy,prefill_peak_temp,prefill_avg_temp,decode_len,decode_token_speed,decode_capacity,decode_energy,decode_peak_temp,decode_avg_temp,prefill_battery_turn,prefill_battery_percentage_turn,prefill_energy_turn,decode_battery_turn,decode_battery_percentage_turn,decode_energy_turn
64.0,0.28220837342581756,-0.16465477405408305,-0.15887588957904022,-0.007042253421940093,-0.020441556968578765,128.0,-0.00470474749851037,-0.18569391846046282,-0.1800607640818786,-0.14110429274718658,-0.15936227447659482,-0.1646548031360064,-0.26391204260009776,-0.1588758774180864,-0.18569390637132768,-0.2824586492031351,-0.18006074384753393
64.0,0.35811521627585796,-0.3023745441508302,-0.3021705793920665,-0.03401360497940674,-0.051165186928071614,256.0,-0.014541071264366493,-0.23150826092047314,-0.23288746201395483,-0.1395348820984316,-0.20912467342469074,-0.30237459474822553,-0.38526417791903556,-0.3021705403092831,-0.23150827726373885,-0.3228290632128762,-0.2328874213015008
64.0,0.5604963317685361,-0.3465720541454166,-0.35016088699325976,0.006802720995881347,-0.003360727250295217,512.0,-0.03025181394104821,-0.163933795258142,-0.16880500694521275,-0.08139534789075177,-0.15110586707043552,-0.3465721363148405,-0.42420846618505875,-0.3501608863750948,-0.1639337720138542,-0.2632849306005431,-0.1688050363812374
256.0,0.10452334331903805,-0.04506397524549492,-0.04460722502471723,0.006289308096989836,-0.0037920641377128003,128.0,-0.0380065336374427,-0.1776334160785524,-0.1772402660964816,-0.08284023570603272,-0.15473491292075972,-0.04506387883750299,-0.15853940628182553,-0.04460721466856393,-0.1776334459067051,-0.27535591314827246,-0.17724029628236063
256.0,0.42398756880839256,-0.22754985847839837,-0.22718057917002962,-0.012578616193979672,-0.020039250592999144,256.0,-0.04901365071648679,-0.15669948054247013,-0.15629609960745786,-0.11046511499459169,-0.20748364356663368,-0.2275498923845706,-0.31933890777644314,-0.2271805825631039,-0.1566994489559914,-0.256910075972847,-0.1562961581737573
256.0,0.5281105019925824,-0.29257079439834094,-0.29426473243573625,-0.018987341531805806,-0.02286919930233907,512.0,-0.016557878078593158,-0.19104598279258297,-0.19298323165913875,-0.08720930131151976,-0.19359540967003797,-0.2925708262465478,-0.3766328670968755,-0.2942647655325676,-0.19104592319039498,-0.28717526561605405,-0.1929832277842874
1024.0,0.43643735946660317,-0.2793453145165185,-0.27882591327549383,-0.01149425274144537,-0.01922044068783386,128.0,-0.037120526721479453,-0.19229969140263822,-0.19277688041891397,-0.0348837205246079,-0.15066467808106154,-0.2793453518066824,-0.36498156198069615,-0.2788258809776725,-0.1922997015007062,-0.28827945140848393,-0.19277690061531935
1024.0,0.31385565420778955,-0.19479836915012286,-0.1978601582930294,-0.011560693507968862,-0.027011103915378306,256.0,-0.0629805612519543,-0.1515027331881547,-0.15989035805692092,-0.03468208052390658,-0.14146067273461302,-0.19479843500874391,-0.29048147980461103,-0.19786012923807172,-0.15150275322957707,-0.2523308357548316,-0.15989040007705363
1024.0,0.19162392416228172,-0.0613862730402965,-0.06385322485683724,-0.005780346753984431,-0.010485393066685948,512.0,-0.05471539314930599,-0.10242781599589842,-0.09819895116798456,-0.011627906841535968,-0.11587506692514851,-0.06138629336590817,-0.1729231299250394,-0.06385321100835893,-0.10242782529719051,-0.20908780934640306,-0.0981989384989697
