prefill_len,prefill_token_speed,prefill_capacity,prefill_energy,prefill_peak_temp,prefill_avg_temp,decode_len,decode_token_speed,decode_capacity,decode_energy,decode_peak_temp,decode_avg_temp,prefill_battery_turn,prefill_battery_percentage_turn,prefill_energy_turn,decode_battery_turn,decode_battery_percentage_turn,decode_energy_turn
64.0,91.82209,1.9604175,29.634481,54.600002,52.399353,128.0,47.032887,10.384136,156.97083,69.25,62.51144,125.46672,0.0027163178,1896.6068,1329.1694,0.028776128,20092.266
